X,Y,OBJECTID,NCESSCH,SURVYEAR,STABR,LEAID,ST_LEAID,LEA_NAME,SCH_NAME,LSTREET1,LSTREET2,LCITY,LSTATE,LZIP,LZIP4,PHONE,CHARTER_TEXT,MAGNET_TEXT,VIRTUAL,GSLO,GSHI,SCHOOL_LEVEL,TITLEI,STITLEI,STATUS,SCHOOL_TYPE_TEXT,SY_STATUS_TEXT,ULOCALE,NMCNTY,TOTFRL,FRELCH,REDLCH,PK,KG,G01,G02,G03,G04,G05,G06,G07,G08,G09,G10,G11,G12,G13,UG,AE,TOTMENROL,TOTFENROL,TOTAL,MEMBER,FTE,STUTERATIO,AMALM,AMALF,AM,ASALM,ASALF,AS,BLALM,BLALF,BL,HPALM,HPALF,HP,HIALM,HIALF,HI,TRALM,TRALF,TR,WHALM,WHALF,WH,LATCOD,LONCOD
-120.5278,46.9931,94329,530246000000.0,2020-2021,WA,5302460,WA-19401,Ellensburg School District,Ellensburg High School,1203 E Capitol,,Ellensburg,WA,98926,    ,(509)925-8300,No,No,Not Virtual,9,12,High,2-No,N,1,Regular school,Currently operational ,32-Town: Distant,Kittitas County,360.0,251.0,109.0,,,,,,,,,,,231.0,224.0,254.0,223.0,,,,,,932.0,932.0,49.95000076,18.66,2.0,5.0,7.0,6.0,14.0,20.0,3.0,5.0,8.0,,,,94.0,79.0,173.0,12.0,14.0,26.0,351.0,344.0,695.0,46.9931,-120.5278
-123.41365,47.003189,94337,530249000000.0,2020-2021,WA,5302490,WA-14068,Elma School District,Elma High School,1011 West Main,,Elma,WA,98541,    ,(360)482-3121,No,No,Supplemental Virtual,9,12,High,2-No,N,1,Regular school,Currently operational ,32-Town: Distant,Grays Harbor County,302.0,301.0,1.0,,,,,,,,,,,137.0,137.0,100.0,120.0,,,,,,494.0,494.0,27.04999924,18.26,4.0,2.0,6.0,2.0,1.0,3.0,3.0,,3.0,,,,54.0,42.0,96.0,16.0,19.0,35.0,181.0,170.0,351.0,47.003189,-123.413652
-120.2259,47.6644,94342,530255000000.0,2020-2021,WA,5302550,WA-04127,Entiat School District,Entiat Middle and High School,2650 ENTIAT WAY,,ENTIAT,WA,98822,    ,(509)784-1911,No,No,Not Virtual,6,12,High,1-Yes,1-Yes,1,Regular school,Currently operational ,42-Rural: Distant,Chelan County,100.0,80.0,20.0,,,,,,,,33.0,25.0,22.0,22.0,22.0,15.0,23.0,,,,,,162.0,162.0,11.19999981,14.46,,,,,,,,,,,,,30.0,32.0,62.0,1.0,,1.0,55.0,44.0,99.0,47.6644,-120.2259
-119.55168,47.32591,94345,530261000000.0,2020-2021,WA,5302610,WA-13165,Ephrata School District,Ephrata High School,333 4TH AVE NW,,EPHRATA,WA,98823,    ,(509)754-5285,No,No,Not Virtual,9,12,High,1-Yes,1-Yes,1,Regular school,Currently operational ,32-Town: Distant,Grant County,397.0,310.0,87.0,,,,,,,,,,,229.0,201.0,186.0,196.0,,,,,,812.0,812.0,39.15000153,20.74,3.0,1.0,4.0,3.0,1.0,4.0,4.0,2.0,6.0,,,,141.0,126.0,267.0,13.0,12.0,25.0,257.0,249.0,506.0,47.32591,-119.551678
-122.2227,47.9244,94353,530267000000.0,2020-2021,WA,5302670,WA-31002,Everett School District,Cascade High School,801 E. Casino Rd.,,Everett,WA,98203,6599,(425)385-6000,No,No,Supplemental Virtual,9,12,High,1-Yes,1-Yes,1,Regular school,Currently operational ,12-City: Mid-size,Snohomish County,944.0,795.0,149.0,,,,,,,,,,,449.0,461.0,480.0,442.0,,,,,,1832.0,1832.0,84.76000214,21.61,3.0,4.0,7.0,136.0,144.0,280.0,57.0,54.0,111.0,14.0,16.0,30.0,251.0,234.0,485.0,42.0,72.0,114.0,427.0,376.0,803.0,47.9244,-122.2227
-122.2092,47.9852,94356,530267000000.0,2020-2021,WA,5302670,WA-31002,Everett School District,Everett High School,2416 Colby Ave.,,Everett,WA,98201,2993,(425)385-4400,No,No,Supplemental Virtual,9,12,High,1-Yes,1-Yes,1,Regular school,Currently operational ,12-City: Mid-size,Snohomish County,775.0,676.0,99.0,,,,,,,,,,,468.0,367.0,364.0,277.0,,,,,,1476.0,1476.0,72.62000275,20.32,6.0,5.0,11.0,61.0,43.0,104.0,34.0,42.0,76.0,17.0,23.0,40.0,188.0,180.0,368.0,54.0,47.0,101.0,412.0,360.0,772.0,47.9852,-122.2092
-122.2089,47.8733,94370,530267000000.0,2020-2021,WA,5302670,WA-31002,Everett School District,Henry M. Jackson High School,1508 136th St. SE,,Mill Creek,WA,98012,5310,(425)385-7000,No,No,Supplemental Virtual,9,12,High,2-No,N,1,Regular school,Currently operational ,21-Suburb: Large,Snohomish County,444.0,337.0,107.0,,,,,,,,,,,557.0,597.0,578.0,531.0,,,,,,2263.0,2263.0,98.44999695,22.99,2.0,3.0,5.0,268.0,248.0,516.0,49.0,30.0,79.0,2.0,4.0,6.0,157.0,153.0,310.0,107.0,86.0,193.0,595.0,554.0,1149.0,47.8733,-122.2089
-122.2121,47.9708,94371,530267000000.0,2020-2021,WA,5302670,WA-31002,Everett School District,Sequoia High School,3516 Rucker Ave.,,Everett,WA,98201,4629,(425)385-5100,No,No,Supplemental Virtual,9,12,High,1-Yes,1-Yes,1,Alternative Education School,Currently operational ,12-City: Mid-size,Snohomish County,107.0,106.0,1.0,,,,,,,,,,,7.0,11.0,51.0,92.0,,,,,,161.0,161.0,20.54000092,7.84,1.0,2.0,3.0,,2.0,2.0,3.0,7.0,10.0,1.0,3.0,4.0,24.0,24.0,48.0,8.0,6.0,14.0,37.0,42.0,79.0,47.9708,-122.2121
-122.20184,47.965115,94383,530267000000.0,2020-2021,WA,5302670,WA-31002,Everett School District,Everett Reengagement Academy,3900 Broadway,,Everett,WA,98201,5033,(425)385-4078,No,Yes,Full Virtual,9,12,High,1-Yes,1-Yes,1,Alternative Education School,Currently operational ,12-City: Mid-size,Snohomish County,81.0,78.0,3.0,,,,,,,,,,,0.0,0.0,12.0,115.0,,,,,,127.0,127.0,,-1.0,2.0,0.0,2.0,4.0,0.0,4.0,8.0,4.0,12.0,5.0,2.0,7.0,13.0,10.0,23.0,8.0,2.0,10.0,38.0,31.0,69.0,47.965115,-122.201836
-122.52522,45.638906,94386,530270000000.0,2020-2021,WA,5302700,WA-06114,Evergreen School District (Clark),Legacy High School,2205 E 138th Avenue,,Vancouver,WA,98684,7228,(360)604-3900,No,No,Supplemental Virtual,6,12,High,1-Yes,1-Yes,1,Alternative Education School,Currently operational ,12-City: Mid-size,Clark County,105.0,92.0,13.0,,,,,,,,0.0,0.0,0.0,23.0,36.0,55.0,69.0,,,,,,183.0,183.0,15.30000019,11.96,0.0,0.0,0.0,2.0,1.0,3.0,0.0,4.0,4.0,1.0,1.0,2.0,13.0,25.0,38.0,3.0,9.0,12.0,66.0,57.0,123.0,45.638906,-122.525219
-122.52612,45.636787,94392,530270000000.0,2020-2021,WA,5302700,WA-06114,Evergreen School District (Clark),Evergreen High School,14300 NE 18th Street,,Vancouver,WA,98684,7807,(360)604-3700,No,No,Supplemental Virtual,9,12,High,1-Yes,1-Yes,1,Regular school,Currently operational ,12-City: Mid-size,Clark County,898.0,698.0,200.0,,,,,,,,,,,390.0,373.0,379.0,429.0,,,,,,1571.0,1571.0,83.5,18.81,4.0,7.0,11.0,39.0,35.0,74.0,31.0,26.0,57.0,27.0,31.0,58.0,248.0,220.0,468.0,82.0,48.0,130.0,431.0,341.0,772.0,45.636787,-122.526123
-122.5184,45.6125,94406,530270000000.0,2020-2021,WA,5302700,WA-06114,Evergreen School District (Clark),Mountain View High School,1500 SE Blairmont Dr,,Vancouver,WA,98683,8331,(360)604-6100,No,No,Supplemental Virtual,9,12,High,1-Yes,2-No,1,Regular school,Currently operational ,12-City: Mid-size,Clark County,729.0,538.0,191.0,,,,,,,,,,,433.0,406.0,400.0,430.0,,,,,,1669.0,1669.0,76.23999786,21.89,4.0,4.0,8.0,77.0,68.0,145.0,33.0,17.0,50.0,17.0,13.0,30.0,268.0,229.0,497.0,79.0,68.0,147.0,417.0,375.0,792.0,45.6125,-122.5184
-122.5378,45.6797,94414,530270000000.0,2020-2021,WA,5302700,WA-06114,Evergreen School District (Clark),Heritage High School,7825 NE 130th Avenue,,Vancouver,WA,98682,3316,(360)604-3400,No,No,Supplemental Virtual,9,12,High,1-Yes,1-Yes,1,Regular school,Currently operational ,21-Suburb: Large,Clark County,975.0,758.0,217.0,,,,,,,,,,,442.0,455.0,425.0,393.0,,,,,,1715.0,1715.0,83.29000092,20.59,3.0,2.0,5.0,41.0,33.0,74.0,26.0,19.0,45.0,28.0,17.0,45.0,277.0,237.0,514.0,45.0,67.0,112.0,501.0,411.0,912.0,45.6797,-122.5378
-122.4682,45.6246,94420,530270000000.0,2020-2021,WA,5302700,WA-06114,Evergreen School District (Clark),Union High School,6201 NW Friberg-Strunk St,,Camas,WA,98607,    ,(360)604-6250,No,No,Supplemental Virtual,9,12,High,2-No,N,1,Regular school,Currently operational ,12-City: Mid-size,Clark County,592.0,445.0,147.0,,,,,,,,,,,494.0,504.0,541.0,517.0,,,,,,2056.0,2056.0,85.37999725,24.08,5.0,2.0,7.0,128.0,114.0,242.0,29.0,26.0,55.0,21.0,18.0,39.0,186.0,143.0,329.0,89.0,89.0,178.0,630.0,572.0,1202.0,45.6246,-122.4682
-122.5795,45.6273,94422,530270000000.0,2020-2021,WA,5302700,WA-06114,Evergreen School District (Clark),Henrietta Lacks Health and Bioscience High School,9105 NE 9th Street,,Vancouver,WA,98664,    ,(360)604-6340,No,Yes,Supplemental Virtual,9,12,High,1-Yes,1-Yes,1,Regular school,Currently operational ,12-City: Mid-size,Clark County,236.0,172.0,64.0,,,,,,,,,,,165.0,164.0,120.0,101.0,,,,,,550.0,550.0,29.45999908,18.67,2.0,1.0,3.0,11.0,15.0,26.0,4.0,12.0,16.0,2.0,,2.0,50.0,86.0,136.0,15.0,26.0,41.0,113.0,212.0,325.0,45.6273,-122.5795
-122.52522,45.638906,94423,530270000000.0,2020-2021,WA,5302700,WA-06114,Evergreen School District (Clark),Open Doors Evergreen,2205 NE 138th Ave,,Vancouver,WA,98682,    ,(360)604-3900,No,No,Not Virtual,9,12,High,2-No,N,1,Alternative Education School,Currently operational ,12-City: Mid-size,Clark County,73.0,65.0,8.0,,,,,,,,,,,0.0,1.0,6.0,118.0,,,,,,125.0,125.0,,-1.0,1.0,1.0,2.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,14.0,15.0,29.0,4.0,2.0,6.0,53.0,32.0,85.0,45.638906,-122.525219
-122.3679,47.317,94429,530282000000.0,2020-2021,WA,5302820,WA-17210,Federal Way School District,Decatur High School,2800 SW 320TH ST,,FEDERAL WAY,WA,98023,2207,(253)945-5200,No,No,Not Virtual,9,12,High,1-Yes,1-Yes,1,Regular school,Currently operational ,21-Suburb: Large,King County,734.0,618.0,116.0,,,,,,,,,,,372.0,308.0,362.0,343.0,,,,,,1385.0,1385.0,63.84000015,21.69,4.0,4.0,8.0,62.0,60.0,122.0,106.0,105.0,211.0,52.0,38.0,90.0,202.0,208.0,410.0,74.0,86.0,160.0,215.0,167.0,382.0,47.317,-122.3679
-122.3143,47.3272,94430,530282000000.0,2020-2021,WA,5302820,WA-17210,Federal Way School District,Federal Way High School,30611 16TH AV S,,FEDERAL WAY,WA,98003,4126,(253)945-5400,No,No,Not Virtual,9,12,High,1-Yes,1-Yes,1,Regular school,Currently operational ,21-Suburb: Large,King County,1075.0,895.0,180.0,,,,,,,,,,,416.0,420.0,413.0,383.0,,,,,,1632.0,1632.0,79.83999634,20.44,4.0,6.0,10.0,99.0,57.0,156.0,155.0,136.0,291.0,43.0,66.0,109.0,324.0,331.0,655.0,71.0,73.0,144.0,137.0,127.0,264.0,47.3272,-122.3143
-122.2791,47.3444,94443,530282000000.0,2020-2021,WA,5302820,WA-17210,Federal Way School District,Thomas Jefferson High School,4248 S 288TH ST,,AUBURN,WA,98001,2820,(253)945-5600,No,No,Not Virtual,9,12,High,1-Yes,1-Yes,1,Regular school,Currently operational ,21-Suburb: Large,King County,975.0,779.0,196.0,,,,,,,,,,,431.0,416.0,432.0,416.0,,,,,,1695.0,1695.0,75.83999634,22.35,8.0,2.0,10.0,156.0,155.0,311.0,96.0,101.0,197.0,26.0,25.0,51.0,288.0,316.0,604.0,74.0,69.0,143.0,183.0,196.0,379.0,47.3444,-122.2791
-122.3148,47.2776,94462,530282000000.0,2020-2021,WA,5302820,WA-17210,Federal Way School District,Todd Beamer High School,35999 16TH AV S,,FEDERAL WAY,WA,98003,7414,(253)945-2570,No,No,Not Virtual,9,12,High,1-Yes,1-Yes,1,Regular school,Currently operational ,21-Suburb: Large,King County,865.0,698.0,167.0,,,,,,,,,,,372.0,333.0,352.0,359.0,,,,,,1416.0,1416.0,67.95999908,20.84,4.0,2.0,6.0,110.0,115.0,225.0,133.0,114.0,247.0,38.0,48.0,86.0,185.0,178.0,363.0,62.0,74.0,136.0,185.0,168.0,353.0,47.2776,-122.3148
-122.29883,47.31929,94470,530282000000.0,2020-2021,WA,5302820,WA-17210,Federal Way School District,Open Doors Youth Reengagement (1418),31455 28th Ave S,,Federal Way,WA,98003,    ,(253)945-4590,No,No,Not Virtual,9,12,High,1-Yes,1-Yes,1,Alternative Education School,Currently operational ,21-Suburb: Large,King County,102.0,90.0,12.0,,,,,,,,,,,0.0,0.0,7.0,138.0,,,,,,145.0,145.0,5.070000172,28.6,0.0,0.0,0.0,3.0,0.0,3.0,16.0,8.0,24.0,7.0,7.0,14.0,28.0,30.0,58.0,5.0,12.0,17.0,13.0,16.0,29.0,47.31929,-122.298831
-122.35499,47.29758,94471,530282000000.0,2020-2021,WA,5302820,WA-17210,Federal Way School District,Technology Access Foundation Academy at Saghalie,33914 19th Ave SW,,Federal Way,WA,98023,    ,(253)945-5000,No,Yes,Not Virtual,6,12,High,1-Yes,1-Yes,1,Regular school,Currently operational ,21-Suburb: Large,King County,363.0,288.0,75.0,,,,,,,,128.0,146.0,147.0,34.0,52.0,32.0,32.0,,,,,,571.0,571.0,36.22999954,15.76,1.0,2.0,3.0,38.0,26.0,64.0,49.0,35.0,84.0,15.0,13.0,28.0,105.0,88.0,193.0,41.0,35.0,76.0,65.0,58.0,123.0,47.29758,-122.354991
-122.59292,48.85176,94475,530285000000.0,2020-2021,WA,5302850,WA-37502,Ferndale School District,Ferndale High School,5830 Golden Eagle Drive,,Ferndale,WA,98248,428,(360)383-9240,No,No,Supplemental Virtual,9,12,High,1-Yes,2-No,1,Regular school,Currently operational ,22-Suburb: Mid-size,Whatcom County,554.0,454.0,100.0,,,,,,,,,,2.0,321.0,343.0,340.0,338.0,,,,,,1344.0,1344.0,63.50999832,21.16,37.0,44.0,81.0,26.0,34.0,60.0,13.0,8.0,21.0,,4.0,4.0,165.0,120.0,285.0,55.0,44.0,99.0,416.0,377.0,793.0,48.85176,-122.592918
-122.3532,47.2384,94487,530288000000.0,2020-2021,WA,5302880,WA-27417,Fife School District,Fife High School,5616 20th St E,,Tacoma,WA,98424,2026,(253)517-1100,No,No,Not Virtual,10,12,High,1-Yes,1-Yes,1,Regular school,Currently operational ,21-Suburb: Large,Pierce County,370.0,263.0,107.0,,,,,,,,,,,,272.0,279.0,301.0,,,,,,852.0,852.0,40.33000183,21.13,4.0,4.0,8.0,41.0,50.0,91.0,22.0,23.0,45.0,32.0,33.0,65.0,91.0,83.0,174.0,47.0,42.0,89.0,184.0,195.0,379.0,47.2384,-122.3532
-119.0372,46.1551,94494,530291000000.0,2020-2021,WA,5302910,WA-03053,Finley School District,River View High School,36509 S LEMON DR,,KENNEWICK,WA,99337,9180,(509)582-2158,No,No,Not Virtual,9,12,High,1-Yes,1-Yes,1,Regular school,Currently operational ,22-Suburb: Mid-size,Benton County,222.0,202.0,20.0,,,,,,,,,,,71.0,80.0,64.0,86.0,,,,,,301.0,301.0,16.60000038,18.13,,1.0,1.0,,1.0,1.0,1.0,,1.0,,,,79.0,69.0,148.0,1.0,3.0,4.0,83.0,63.0,146.0,46.1551,-119.0372
-122.4066,47.1568,94501,530294000000.0,2020-2021,WA,5302940,WA-27402,Franklin Pierce School District,Franklin Pierce High School,11002 18TH AVE E,,TACOMA,WA,98445,5228,(253)298-3805,No,No,Supplemental Virtual,9,12,High,1-Yes,1-Yes,1,Regular school,Currently operational ,21-Suburb: Large,Pierce County,711.0,605.0,106.0,,,,,,,,,,,338.0,298.0,275.0,280.0,,,,,,1191.0,1191.0,59.79999924,19.92,2.0,3.0,5.0,77.0,38.0,115.0,58.0,47.0,105.0,22.0,26.0,48.0,171.0,175.0,346.0,67.0,65.0,132.0,228.0,212.0,440.0,47.1568,-122.4066
-122.4553,47.144,94506,530294000000.0,2020-2021,WA,5302940,WA-27402,Franklin Pierce School District,Washington High School,12420 Ainsworth Ave S,,Tacoma,WA,98444,2398,(253)298-4705,No,No,Not Virtual,9,12,High,1-Yes,1-Yes,1,Regular school,Currently operational ,21-Suburb: Large,Pierce County,648.0,566.0,82.0,,,,,,,,,,,301.0,252.0,213.0,208.0,,,,,,974.0,974.0,56.40000153,17.27,6.0,6.0,12.0,29.0,15.0,44.0,65.0,64.0,129.0,42.0,56.0,98.0,156.0,145.0,301.0,79.0,65.0,144.0,128.0,118.0,246.0,47.144,-122.4553
-117.1964,47.5197,94512,530297000000.0,2020-2021,WA,5302970,WA-32358,Freeman School District,Freeman High School,S 14626 Jackson,,Rockford,WA,99030,9755,(509)291-3721,No,No,Supplemental Virtual,9,12,High,2-No,N,1,Regular school,Currently operational ,42-Rural: Distant,Spokane County,57.0,44.0,13.0,,,,,,,,,,,71.0,77.0,71.0,94.0,,,,,,313.0,313.0,16.54999924,18.91,1.0,,1.0,,8.0,8.0,1.0,2.0,3.0,,,,8.0,9.0,17.0,4.0,3.0,7.0,154.0,123.0,277.0,47.5197,-117.1964
-120.8139,45.8153,94519,530309000000.0,2020-2021,WA,5303090,WA-20404,Goldendale School District,Goldendale High School,525 SIMCOE DR.,,GOLDENDALE,WA,98620,9299,(509)773-5846,No,No,Supplemental Virtual,9,12,High,1-Yes,1-Yes,1,Regular school,Currently operational ,33-Town: Remote,Klickitat County,150.0,116.0,34.0,,,,,,,,,,,88.0,69.0,60.0,68.0,,,,,,285.0,285.0,14.32999992,19.89,4.0,2.0,6.0,,1.0,1.0,,,,,1.0,1.0,18.0,18.0,36.0,7.0,6.0,13.0,129.0,99.0,228.0,45.8153,-120.8139
-118.97097,47.971842,94525,530313000000.0,2020-2021,WA,5303130,WA-13301,Grand Coulee Dam School District,Lake Roosevelt Jr/Sr High School,505 CREST DR,,COULEE DAM,WA,99116,    ,(509)633-1442,No,No,Supplemental Virtual,7,12,High,1-Yes,1-Yes,1,Regular school,Currently operational ,43-Rural: Remote,Okanogan County,233.0,226.0,7.0,,,,,,,,,52.0,67.0,65.0,48.0,52.0,56.0,,,,,,340.0,340.0,19.95999908,17.03,80.0,55.0,135.0,1.0,,1.0,,1.0,1.0,,,,16.0,15.0,31.0,38.0,29.0,67.0,52.0,53.0,105.0,47.971842,-118.970968
-119.9237,46.2523,94529,530315000000.0,2020-2021,WA,5303150,WA-39200,Grandview School District,Grandview High School,1601 W 5th ST,,Grandview,WA,98930,    ,(509)882-8750,No,No,Not Virtual,9,12,High,1-Yes,1-Yes,1,Regular school,Currently operational ,32-Town: Distant,Yakima County,850.0,850.0,0.0,,,,,,,,,,,301.0,253.0,259.0,233.0,,,,,,1046.0,1046.0,47.65000153,21.95,,,,1.0,,1.0,,,,,,,501.0,480.0,981.0,1.0,1.0,2.0,39.0,23.0,62.0,46.2523,-119.9237
-120.1947,46.3476,94534,530318000000.0,2020-2021,WA,5303180,WA-39204,Granger School District,Granger High School,315 East Mentzer Avenue,,Granger,WA,98932,400,(509)854-1115,No,No,Not Virtual,9,12,High,1-Yes,1-Yes,1,Regular school,Currently operational ,32-Town: Distant,Yakima County,382.0,354.0,28.0,,,,,,,,,,,112.0,126.0,115.0,98.0,,,,,,451.0,451.0,24.85000038,18.15,5.0,5.0,10.0,,,,,,,,,,225.0,200.0,425.0,,1.0,1.0,10.0,5.0,15.0,46.3476,-120.1947
-121.98742,48.087666,94537,530321000000.0,2020-2021,WA,5303210,WA-31332,Granite Falls School District,Granite Falls High School,1401 100th St NE,,Granite Falls,WA,98252,    ,(360)691-7713,No,No,Not Virtual,9,12,High,1-Yes,2-No,1,Regular school,Currently operational ,41-Rural: Fringe,Snohomish County,182.0,140.0,42.0,,,,,,,,,,,151.0,108.0,137.0,111.0,,,,,,507.0,507.0,25.64999962,19.77,4.0,5.0,9.0,3.0,3.0,6.0,4.0,4.0,8.0,3.0,2.0,5.0,31.0,35.0,66.0,24.0,12.0,36.0,208.0,169.0,377.0,48.087666,-121.987418
-121.9634,48.0852,94541,530321000000.0,2020-2021,WA,5303210,WA-31332,Granite Falls School District,Crossroads High School,205 North Alder Avenue,,Granite Falls,WA,98252,    ,(360)283-4407,No,No,Not Virtual,9,12,High,1-Yes,1-Yes,1,Alternative Education School,Currently operational ,31-Town: Fringe,Snohomish County,79.0,74.0,5.0,,,,,,,,,,,8.0,18.0,34.0,62.0,,,,,,122.0,122.0,8.699999809,14.02,1.0,6.0,7.0,,,,1.0,,1.0,,,,7.0,9.0,16.0,4.0,3.0,7.0,50.0,41.0,91.0,48.0852,-121.9634
-120.712,46.6748,94554,530351000000.0,2020-2021,WA,5303510,WA-39203,Highland School District,Highland High School,17000 Summitview,,Cowiche,WA,98923,9719,(509)678-8800,No,No,Supplemental Virtual,9,12,High,1-Yes,1-Yes,1,Regular school,Currently operational ,41-Rural: Fringe,Yakima County,290.0,234.0,56.0,,,,,,,,,,,97.0,91.0,99.0,73.0,,,,,,360.0,360.0,19.45999908,18.5,1.0,,1.0,,,,,2.0,2.0,,,,145.0,140.0,285.0,3.0,4.0,7.0,27.0,38.0,65.0,46.6748,-120.712
-122.34552,47.4997,94563,530354000000.0,2020-2021,WA,5303540,WA-17401,Highline School District,Evergreen High School,830 SW 116th St,,Seattle,WA,98146,2298,(206)631-6150,No,No,Not Virtual,9,12,High,1-Yes,1-Yes,1,Regular school,Currently operational ,21-Suburb: Large,King County,843.0,669.0,174.0,,,,,,,,,,,275.0,265.0,257.0,276.0,,,,,,1073.0,1073.0,52.61999893,20.39,2.0,1.0,3.0,141.0,104.0,245.0,64.0,77.0,141.0,15.0,10.0,25.0,280.0,239.0,519.0,24.0,21.0,45.0,48.0,46.0,94.0,47.4997,-122.345521
-122.32689,47.421835,94566,530354000000.0,2020-2021,WA,5303540,WA-17401,Highline School District,Highline High School,225 S 152nd St,,Burien,WA,98148,1087,(206)631-6700,No,No,Not Virtual,9,12,High,1-Yes,1-Yes,1,Regular school,Currently operational ,21-Suburb: Large,King County,730.0,573.0,157.0,,,,,,,,,,,294.0,251.0,235.0,257.0,,,,,,1037.0,1037.0,48.40000153,21.43,2.0,1.0,3.0,96.0,82.0,178.0,53.0,27.0,80.0,19.0,20.0,39.0,253.0,247.0,500.0,35.0,29.0,64.0,89.0,82.0,171.0,47.421835,-122.32689
-122.3077,47.3998,94572,530354000000.0,2020-2021,WA,5303540,WA-17401,Highline School District,Mount Rainier High School,22450 19th Ave S,,Des Moines,WA,98198,7699,(206)631-7000,No,No,Not Virtual,9,12,High,1-Yes,1-Yes,1,Regular school,Currently operational ,21-Suburb: Large,King County,1031.0,811.0,220.0,,,,,,,,,,,438.0,494.0,429.0,406.0,,,,,,1767.0,1767.0,75.48000336,23.41,12.0,6.0,18.0,114.0,122.0,236.0,126.0,118.0,244.0,35.0,36.0,71.0,335.0,266.0,601.0,82.0,85.0,167.0,222.0,207.0,429.0,47.3998,-122.3077
-122.27739,47.43554,94580,530354000000.0,2020-2021,WA,5303540,WA-17401,Highline School District,Tyee High School,4424 S 188th St,,SeaTac,WA,98188,5097,(206)433-2341,No,No,Not Virtual,9,12,High,1-Yes,1-Yes,1,Regular school,Currently operational ,21-Suburb: Large,King County,679.0,537.0,142.0,,,,,,,,,,,186.0,203.0,201.0,244.0,,,,,,834.0,834.0,44.75999832,18.63,3.0,2.0,5.0,73.0,69.0,142.0,95.0,72.0,167.0,29.0,30.0,59.0,182.0,176.0,358.0,15.0,20.0,35.0,35.0,30.0,65.0,47.43554,-122.277391
-122.32508,47.43763,94584,530354000000.0,2020-2021,WA,5303540,WA-17401,Highline School District,CHOICE Academy,18367 8th Ave S,,Seattle,WA,98148,1934,(206)631-7630,No,No,Not Virtual,6,12,High,2-No,N,1,Alternative Education School,Currently operational ,21-Suburb: Large,King County,80.0,62.0,18.0,,,,,,,,29.0,29.0,28.0,28.0,28.0,28.0,26.0,,,,,,196.0,196.0,8.630000114,22.71,,1.0,1.0,15.0,16.0,31.0,22.0,18.0,40.0,1.0,2.0,3.0,22.0,18.0,40.0,7.0,8.0,15.0,29.0,36.0,65.0,47.43763,-122.325081
-122.34269,47.49629,94585,530354000000.0,2020-2021,WA,5303540,WA-17401,Highline School District,New Start,614 SW 120th St,,Seattle,WA,98146,    ,(206)631-7750,No,No,Not Virtual,9,12,High,1-Yes,1-Yes,1,Alternative Education School,Currently operational ,21-Suburb: Large,King County,123.0,112.0,11.0,,,,,,,,,,,2.0,17.0,34.0,106.0,,,,,,159.0,159.0,13.39999962,11.87,3.0,2.0,5.0,7.0,4.0,11.0,8.0,8.0,16.0,5.0,7.0,12.0,33.0,35.0,68.0,3.0,6.0,9.0,19.0,16.0,35.0,47.49629,-122.342689
-122.3006,47.520777,94588,530354000000.0,2020-2021,WA,5303540,WA-17401,Highline School District,Raisbeck Aviation High School,9229 East Marginal Way S,,Tukwila,WA,98108,    ,(206)631-7200,No,No,Not Virtual,9,12,High,2-No,N,1,Alternative Education School,Currently operational ,21-Suburb: Large,King County,113.0,78.0,35.0,,,,,,,,,,,104.0,104.0,103.0,99.0,,,,,,410.0,410.0,19.20000076,21.35,3.0,,3.0,73.0,41.0,114.0,33.0,17.0,50.0,,2.0,2.0,33.0,24.0,57.0,18.0,10.0,28.0,114.0,40.0,154.0,47.520777,-122.300601
-122.3281,47.437,94589,530354000000.0,2020-2021,WA,5303540,WA-17401,Highline School District,Big Picture School,440 S 186th St,,Burien,WA,98148,    ,(206)631-7700,No,No,Not Virtual,6,12,High,1-Yes,1-Yes,1,Alternative Education School,Currently operational ,21-Suburb: Large,King County,111.0,82.0,29.0,,,,,,,,34.0,35.0,35.0,36.0,31.0,26.0,21.0,,,,,,218.0,218.0,18.39999962,11.85,2.0,3.0,5.0,8.0,4.0,12.0,10.0,6.0,16.0,,,,41.0,25.0,66.0,15.0,10.0,25.0,56.0,33.0,89.0,47.437,-122.328101
-122.34269,47.49629,94595,530354000000.0,2020-2021,WA,5303540,WA-17401,Highline School District,Highline Open Doors 1418,614 SW 120th Street,,Burien,WA,98146,    ,(206)709-0335,No,No,Not Virtual,9,12,High,2-No,N,1,Alternative Education School,Currently operational ,21-Suburb: Large,King County,110.0,94.0,16.0,,,,,,,,,,,1.0,4.0,15.0,270.0,,,,,,290.0,290.0,6.0,48.33,1.0,2.0,3.0,13.0,20.0,33.0,28.0,25.0,53.0,4.0,5.0,9.0,64.0,59.0,123.0,7.0,13.0,20.0,23.0,24.0,47.0,47.49629,-122.342689
